feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,target
0,43.89140584940341,826.93,18.684529632992724,49.004833112992515,36.115866741140735,55.89852303707647,22.156727365512815,4.292640650669109,-0.7713206084481047,55.04260310494998,7,4,146.30349196805554,8011.585955824431
6,36.39305591389818,498.1,15.873968281034296,42.894564468680684,26.860256204371616,62.20630059632621,25.524172821959436,6.810296049210047,-0.6582773125826895,29.06512633675859,3,0,122.77710712439317,5359.660409523215
5,38.18261165944401,808.42,12.697944032329907,49.59522718502585,21.823806311065074,56.45643688516899,24.830677776622903,3.672666801336393,7.060236602712986,57.292707595402604,8,2,107.00536062777887,6593.991185694153
1,41.91911632113752,278.67,16.744014857730075,51.203684138676714,16.475694884210835,56.909076919934506,19.011539897221443,5.394326276384117,8.435395972918613,79.10378446369633,1,11,144.79967406911456,6823.451356639774
2,50.799396957075665,893.21,16.25150299304525,55.123275782757965,22.221497007727745,59.088784657922034,20.709035195218156,5.4347692815168624,-4.6228705011463855,0.27686132146693343,2,10,120.1015132895716,10062.467911613792
8,41.06505783033752,224.35,14.57320071819308,39.565865129414476,11.651299233209865,55.77753181694661,23.19860434476303,5.196461202413362,-1.6881657047353118,1.1736824880568206,5,17,26.082143447780158,5553.343769056237
2,46.299718945174945,292.81,13.0410538713317,42.37889533549026,42.67057110083899,60.171973409869004,17.018771945461477,2.278108724400587,1.5849175286510109,73.87462832403159,4,11,83.57441081238852,7249.7489067831
4,54.12875849930249,627.87,19.744640351668473,29.962633378030755,21.863120024915588,51.61103167184038,24.519461524487976,0.6125955466024036,-8.104326244154404,24.36913897816803,5,13,51.062274628777985,7790.365504501851
1,50.46772729747408,768.11,14.536315123666103,54.69754775127104,32.49481301854864,64.96333226870733,14.637517622955029,0.8036150402815645,2.4918782683880663,25.05742443275585,10,20,68.72853159018632,9408.366970702611
3,45.32450594182417,367.44,22.568427698600505,52.965506952418735,41.044226924966694,58.34984350760264,15.534916323651988,6.35649991477832,8.458952178008007,45.10552858241909,8,3,129.39595269711123,8259.611638948007
5,52.1561908814128,676.18,22.476947148129394,35.657974484230294,29.20535120391767,47.40293786900443,17.150189898882594,4.841893476888314,-4.705772655167992,69.66401653179362,3,18,87.42243373322854,8008.482705774952
8,31.496523896290213,686.73,22.694322520674817,48.67992718621337,28.16911772338193,55.89558004854881,26.403447802980605,2.0591599368396,1.4531568945792133,50.44921883989767,6,6,91.66437370000318,5065.310297639434
9,30.312613018169866,388.31,14.852593384632556,30.28523307308528,41.580535392322865,45.53067799025895,21.22914249172654,6.429312639538262,6.070059128633474,21.95277746791525,8,6,105.5446303312886,3666.915554465599
8,32.10878458109103,471.27,15.82992782085565,38.780236017508464,14.768288854416818,66.23434280830391,23.463024599908923,7.939797368162385,-9.68846816050972,46.6463403263563,2,2,111.4960810112647,4382.276686028619
0,45.85571483954234,859.78,19.365853768890616,48.702046075843974,40.91331804570155,59.12761802332642,18.248750916949717,2.6422128724222915,7.079492276398952,72.01167290221804,5,11,121.79483502617302,7929.162727462708
9,47.72491442302167,601.36,20.967389980976407,32.00957011300454,34.90133145663448,57.010615031715226,24.835230646199328,3.097225584988866,-3.3238554681413146,52.034879622184434,4,5,73.7343991891271,6454.817146173047
9,35.33751210934758,124.33,14.203959461791396,52.595227994308914,26.013629862240055,66.86030801400887,22.760407136767633,3.1014069221095273,-8.328197394198865,83.02938052746036,1,7,140.8144980092123,5812.579877819807
9,52.169727699852,370.74,26.535926033833412,54.55870311020734,23.17778283348641,63.38645865150739,17.14250701717253,5.79919158515391,-9.254954348111054,36.499697358583354,2,1,115.81245146815642,9060.918217519433
5,44.225899378055374,548.58,14.255004168305105,35.88794575299023,21.59270965597122,53.17983893612855,16.956487360933657,8.179901196074582,7.364034475444742,9.518445989236612,5,19,35.310188291716734,6041.627717311004
9,30.90521790117669,790.59,17.31559316715674,48.296506086272416,22.9918132646597,60.8190795237057,22.11094129158502,9.879074392354086,9.205948969274603,74.51125942345752,2,14,76.64826761376473,5044.420304611671
10,35.62135653753356,578.13,16.597516722650987,36.163020503986736,19.2170532794386,54.42078370127645,22.720060677159232,2.149733003024734,7.955135047943132,47.79775553807422,4,14,112.81955718643911,4663.957774335124
10,36.70804547759641,847.64,15.503521468748069,40.21689480254383,25.889246863921468,56.53192487978882,16.467172082407412,2.0188923973612005,-4.052367748346143,26.543629163772756,4,11,41.13380845796216,5537.065279383633
0,54.00520107302452,625.53,23.602576194948178,39.31540614291482,43.7354183483852,56.23857501003276,18.11748053649902,9.59134980514384,4.09907511688467,7.171153139909911,8,0,55.13751979112269,8168.268370765246
6,44.15027435591282,554.46,20.94074585373535,31.637914844453118,29.64392331996215,48.85593124970942,25.083742453299696,2.823056538382922,1.2880180012604983,3.605444052195445,10,2,90.39534724208194,6219.573287771272
8,44.09809500099151,620.81,14.556406830966909,34.85026492741918,37.028284154147144,62.54594420641023,17.97890775212356,7.531711156987065,9.176979716839027,79.68713211908782,0,3,118.94233348308163,5979.131166058623
8,45.28731365694197,762.13,17.169344001290536,48.421290488337696,16.62218502274507,63.405254127738516,19.864598853324704,6.9390450200675335,8.455533429299548,69.59577522907324,7,8,47.439951279083694,8249.759659873522
2,28.97375742765111,25.41,21.91786593629998,30.421928256960328,12.295738390975325,46.471757337501145,26.14283315008116,7.642224621647992,-7.507112623278426,34.697050877602244,9,19,62.03072562650087,3036.4771106661433
3,35.4397735639962,257.22,20.153833443758668,41.70279997872806,18.76614340416551,49.6789514565072,26.000869112720583,1.799795823761109,1.9237603401207117,4.9857463030402895,9,17,131.12059047240223,5200.342238769879
4,32.92088135606655,9.72,23.419734889693657,41.13420812619665,21.422230816865934,59.78208931105685,14.415930760893685,4.932480407515096,4.981885909071202,86.39374180795092,3,16,76.86705670763811,4196.4605598154585
9,33.23763044327381,808.97,17.568846053431223,35.04081894212199,13.736075656908659,67.46124749894756,21.655469582975392,0.9177516590049961,8.502891417730638,45.046038710006684,9,18,34.829807027424636,4944.331266422351
10,54.64466620599191,288.2,16.00885618872965,47.283293117779685,15.276077890627079,60.544725860936516,19.92579332173346,3.0463232643331626,-4.622979898747332,10.386020034174239,5,19,108.93112226226202,8828.789511353734
6,36.597319760892276,661.5,18.015986494274664,33.11345173227883,13.548530310357688,64.27985850655493,16.182465010597365,3.4407421180865017,6.136405622780124,55.61492088930987,2,18,125.16635357756071,4726.330283226382
3,31.730609522061414,965.53,20.37450616453998,28.948193134223843,21.778482734119176,64.76145597954553,22.63043022171398,4.243534392313371,-5.438587795040471,50.88998160110503,0,6,33.29257425412218,4033.998162681071
8,45.91897560348128,294.75,21.738411830683855,44.11322845958878,16.54512462183366,66.83293796999884,20.963006213601904,6.095955837114251,4.466673441619372,39.22089947361682,0,16,119.47809468860002,7278.851492397913
3,37.54552436562172,506.19,18.82791098566254,54.99597817697596,25.333649726733544,48.37320936462404,14.29960117666117,5.7539517831993,-3.702701155959722,19.956388681352887,7,9,104.84475164732793,6504.163925436824
10,29.020103392685122,944.8,24.010042965644654,41.84144721620035,32.828384650977405,62.9163518975509,18.054323521513055,2.816865761979348,5.930574951312909,13.953161838507958,10,12,83.16117994114782,4466.928866857773
0,35.62329500355928,943.66,19.169771852235645,32.219448495446116,30.629920393795256,50.59178483984686,18.57374884797391,8.84776276328469,5.573401544048979,6.665792612177135,9,0,97.29798453137477,5232.884289133692
1,48.326575479336746,729.45,19.290968759742423,54.24018319003216,42.63595402816953,46.10490693326977,17.607965707431244,0.4259423584421407,-6.354609454919515,31.38871335111806,1,0,86.58478079893008,9292.937505372356
3,40.49077692595971,92.7,16.585726814564985,35.16315764798392,13.294659837164064,45.43142835864227,22.144726917562092,7.677306798757528,-11.29644170832737,48.01044579722404,1,18,118.27237861414415,5000.518526904304
9,37.45571337069967,319.71,22.24049766659927,48.85855722285614,44.28193585584601,64.34197314499811,24.941702219952717,4.093109740710036,-3.323286788469707,41.55469441184226,9,6,70.56588793702295,5760.584853992906
1,49.766271540695286,308.77,23.759235500991345,50.82771244756983,28.53399471759885,45.1951145115042,19.846058065307172,7.200665447427421,-1.9937439252443727,68.31823821149021,3,13,48.69759296630631,8769.204848853495
9,54.096679316666325,391.28,19.774462880217907,51.23549875186215,36.72132804069193,66.7830669554223,22.863592290977035,1.6011757496172307,-2.275063143148414,3.9625598951323306,6,3,103.28326912977413,9443.871680589777
3,53.045232235022006,832.13,22.792069080346497,36.88065593861962,19.911691512253412,56.10664624217032,16.73556001277876,7.1210306773312535,4.610029026401366,75.99263089473048,5,13,142.61351598460493,8044.1111224105425
8,45.57132873698486,850.0,14.005927819214952,54.24120250723066,8.36298302656088,59.44507264201598,27.12446323565842,4.516549407913475,7.056838680172303,73.50466474928353,6,10,138.73315843728275,8811.472442504017
7,43.537408175050295,427.64,22.770833749874885,38.26821741056443,27.632494455384094,61.230314268571924,17.091083013709664,8.895237710489406,10.237133606364075,76.96895886708451,3,0,103.72395002776638,6271.41313953494
2,48.09620584232056,165.43,23.30492142252861,51.79790223628052,24.365551677277175,54.87284628102285,14.50784074082765,0.19203955740726975,3.920777485378771,84.73529589042677,9,4,112.621841298589,7991.897830933989
1,36.34814890325124,175.96,18.218223482555725,57.01067813657543,12.538121440954944,44.846497988212796,24.844807889448617,0.7132903700565385,-3.0931434801798754,50.396388156110945,8,5,32.02386646468822,6632.897265526528
8,39.57863341915334,44.11,25.81867727175856,44.978753751413215,10.413774479096924,53.838740341282204,20.962111954727963,4.141858697592672,2.143251928008234,69.52340525880652,3,2,122.34786919800828,5573.786382374598
9,36.99506960561938,169.75,25.91585479465824,31.868896826277105,9.45838276352025,49.016009542486465,18.285385568974366,1.797050822177788,-1.9343012104129342,25.016995494126203,0,13,40.40840429197005,4856.431667624212
9,37.82436782822706,764.17,16.93919959492013,38.26164391816355,45.28562396518892,60.22359138120633,18.73942307108521,7.44402036306825,1.5280718516293912,20.402295213505578,1,20,35.77464603952101,5959.847744020103
6,38.29589274610184,811.84,20.709302645418074,51.5331334055396,31.67640679624479,46.78130367419283,16.87172063244657,4.668855650453008,9.19475082166949,33.45010659750384,5,17,33.233022856761664,7197.5398901
8,43.483694328322855,409.56,15.350880523973084,44.02289192691485,44.738748321586115,50.568279951818866,17.028223410955743,1.7075818691040234,5.659042941430334,34.9898143538898,1,18,136.0787180942427,6759.652074218289
6,49.03687768672181,882.71,24.077703561117705,51.79377304187848,25.68455622572328,61.137808723659866,21.455497295632732,9.623228621764243,-1.8082201520478047,58.69247911723636,7,11,137.86563962563264,8969.786890751955
1,41.68591199504044,577.22,19.5358458083012,44.999336826519695,43.17449112606596,50.45365561197328,18.983975122619288,0.16121761454978567,2.098982178437461,4.620284857630273,8,7,40.6823064607248,6308.240276321915
4,47.18401840335706,255.39,19.54206566119884,40.41024309383264,27.975999159186216,46.249252882556185,15.907762588611572,3.3508968787055524,11.658117276005449,62.29631267287997,4,1,133.97783176198217,6700.561121889409
5,41.90230616331219,24.59,18.593531185237342,48.29530580783826,16.98698716680628,60.10844490570521,25.45008506281065,7.495432613441051,-3.1913404350121066,44.1672522314838,2,5,74.76887345445842,6445.283273080332
5,47.52940072609294,918.88,21.72438941018897,49.31196985043459,30.179031670666348,60.79666217122582,25.92520469350149,7.257393581725767,-0.3234379622177258,51.06665664654137,1,9,120.31680187753514,8366.781494952771
5,53.51752957021045,290.45,22.890274105552013,41.65581032018566,12.082164793138823,46.15743517076003,15.539129365333519,7.955855901101011,-6.481267988487074,43.57657146112592,4,6,60.05150439049528,8184.387851180806
2,43.096063487030264,55.24,24.187504004459395,47.11270118761728,42.72427005095172,63.034607974266294,24.06539800700187,5.103632462781571,-7.7443849627274535,1.9650191565140198,8,8,28.608194748414114,6692.067618504622
3,41.977469047811134,381.65,23.985853503566602,38.86647046242285,38.09517444272002,51.32800822170731,15.07373417993985,6.621407257953869,-8.636094984016424,42.5589426194886,8,15,120.04784840192829,6011.82780052876
9,38.19945277680081,698.7,19.08464311708714,52.60196241494043,11.546635396569783,61.14107031984457,17.380239432463753,3.0508355765635753,2.4929198000363972,75.02074197820218,1,12,68.70642872718683,6909.709761326357
1,45.04036871613482,880.31,17.292821921521007,33.44188079063373,36.26999086247013,53.80071092842796,17.465063084678505,4.419348479770736,8.000927804587883,36.70988602816627,2,18,78.58958732898652,6470.728581277305
9,40.44589152019891,418.3,17.36454714568084,57.22441088188013,26.15990798218506,50.550725834542064,22.85605070500201,4.016690370987091,3.503629300572599,58.43642569849901,5,16,72.59510067574521,7324.448616048525
8,40.50776007257302,30.9,16.352024667329957,36.52376145825426,28.960069628823828,47.34723075758833,18.554666811742084,5.213847260508291,0.18242357652747487,22.5929116937822,5,9,66.33313116703492,5145.740938629424
5,55.855857216855966,596.69,23.60143443697121,56.42979506721406,34.6653646588111,52.668668857621604,24.487403127465573,6.381565695354463,-1.2784132166995237,66.88826039824927,0,9,82.1144080662802,10591.920256147212
4,41.88314977184636,706.28,16.097547869283368,34.95181415028635,40.47262641052739,45.556573532686336,22.572161308077096,3.4574128866875444,5.9834083004558085,79.1332452192699,7,4,52.43632511931794,6441.936784996606
8,38.90724844604248,850.67,25.136957409434096,35.81845527260426,34.88964470139413,50.71594254439666,27.279967761529548,9.182439594433662,-8.304104663796224,84.97628068035019,5,8,128.84946893240635,6213.22865168329
9,54.09463733811715,680.94,15.628595420424999,45.02054343354226,40.522173858876656,67.69377700643572,25.21453542222472,5.589485938225335,-0.9608316219633488,13.446975100454297,9,19,121.6762162086296,9492.969907811088
1,43.492712572750705,974.18,14.681347946109861,47.98071178564111,18.353686056406392,52.773106162523675,18.879366186056398,2.96087132339788,-1.9747521139183664,71.92143590999022,3,15,107.44540069158916,8032.577230206201
4,42.69062949512236,12.18,22.70699313050529,44.037949979809696,21.78646746506742,66.62143043308946,27.370339571377592,4.421887115847177,3.8513934080332453,39.86790891436675,1,12,121.5936086884822,6185.0278227917515
7,52.35184187020498,70.2,18.26797443420466,49.32678854757942,16.53597684010692,50.92197218100585,26.230914240480875,3.4763664698615147,-10.50151197857935,76.70222987317449,3,5,69.01930023488694,8950.485589646833
3,48.132766705444354,997.24,19.36753525605658,52.499675391294645,39.05022927365642,51.00086215396796,23.881905038133738,5.77812384450957,-4.852833018992152,10.898922538593775,9,3,104.1865857051039,8718.933102576113
8,41.114884581812056,314.18,18.991371338884115,54.84486569398823,44.28233530297423,47.556730305209804,16.650119467993928,7.347040016615994,-8.613224383108337,48.343171808153606,8,5,60.39590592547317,7412.070141878814
6,36.414956136252535,488.62,23.155022799503268,40.351557053933085,41.1128523678645,65.73313449223664,14.620949306679911,9.522704898033659,4.602687249603008,40.5515272659326,4,4,151.7985535100119,5558.553092323724
6,31.006912357461122,409.59,21.003316819082904,50.23666898064495,24.871157684360004,67.08916248082802,25.229308351153588,3.327029900503634,7.117245714574637,77.71919745353,3,11,67.41522618422937,4936.315822532867
1,50.66310266074362,863.98,17.75210801706186,31.376075052866323,29.34060871682291,51.522714540841164,19.33805268107011,2.8616806175463916,-6.725370398204229,11.524983653628466,5,4,106.40527374635691,7339.245654285028
3,29.029874403316384,971.82,18.95122120864579,50.73437981099858,19.08210643495113,48.62033116858309,26.39075036548332,5.343161289150413,-6.194629332950356,49.397904076523375,0,7,78.16313968564255,5035.504284655235
4,38.08423465163743,313.63,21.35117784545818,42.02582288723169,13.189627549193666,64.77786118261479,23.27147065088272,4.676770716749919,5.828676725764266,46.84382627944,0,18,39.330623707536425,5589.4217437809375
5,32.53554021049708,778.42,18.154522360364243,39.44899262125166,17.6557964876961,49.20464333852471,25.252407207868803,6.1433896464362405,5.082236976361767,34.41222244999702,1,17,109.29685907869319,4706.39035433743
1,48.670154759374654,737.79,18.0521462910704,39.20373471337677,28.8360993274402,61.56983648096008,16.435622127859936,0.17110851983754394,7.711484575040568,14.431978574225896,8,8,121.69839001412112,7434.996459064841
2,44.610934409342335,169.34,16.315848593604652,34.829982661102484,42.6595956212038,59.715515084374395,15.705844256569904,1.676248776048388,1.6481414938518446,6.547581271397085,1,17,85.19773352567252,6244.390570479861
10,33.66016044948918,744.36,22.098317354078365,43.14078994500389,40.488405657371864,53.81387186177253,14.862688383091703,6.930577879240239,5.9634819990022265,13.19409508708773,1,4,69.97038838972429,5075.163557924832
9,44.50805416485704,376.44,17.63858279685756,29.63522168640101,15.852911864860893,62.71137705307099,18.082685991856508,0.9795440834193991,2.3028469981325825,37.83339042687051,1,9,118.153906696922,5682.537896651192
1,48.802697090921576,761.6,18.94715190937412,35.69042449367669,41.253288018775656,61.92930592904391,24.906861961610893,6.864279596172331,-7.4122743576848285,61.132613321942344,5,12,72.097671103354,7125.10945382515
3,50.40203437838765,375.6,23.27355859159702,54.81453538058342,15.459314181267567,50.375497872163734,28.680277363664455,5.572077306673346,11.987448492588287,72.39789093566131,2,8,110.70175636752084,9089.615911696581
3,51.426923735243726,592.4,24.535283266006623,52.324194992415315,40.79200757524654,48.15263582493856,16.610685597628695,6.6066500625774385,-5.153812956567609,39.94806550409864,10,2,78.429667750316,9475.250664365092
0,55.08257994378698,792.25,23.94810354541519,46.81759259545566,10.374268147254329,50.97989601818821,20.730594737284214,7.83175453004623,3.003276529193979,85.78634314963627,1,15,123.21443293826512,9973.836239812728
2,42.34174560589446,209.8,21.034663680618177,37.41647825606058,16.574351851873267,55.34360494744249,24.906976527538212,2.293495305518718,6.353087845811837,65.29276635693193,10,6,72.99537643547431,5466.48248926164
1,35.75755776720528,687.48,25.95527440804843,54.59692360183106,18.6816714915779,49.20324346000562,24.478452641510724,3.317679969217279,9.207875253470315,48.40217482390644,6,2,140.9919947329143,6569.426459488651
9,54.46512353213881,873.6,20.640642117585802,36.27728222275554,18.767420843979938,57.57223376404858,20.985142857343277,4.396446811626814,7.636915990016691,78.20926372608783,2,2,123.85532271454079,8763.425899052083
4,38.496389500296246,804.7,20.58038083556447,30.83450078541465,15.335142549114305,55.92562646412148,15.425182439990342,9.766721156281003,9.550747796894312,8.887588622165085,4,15,88.08394355124457,5643.517357862703
10,51.81756646280424,898.48,19.47194163506557,40.41557683544325,23.982723474253746,44.70538205997024,17.487926312217887,9.287984033332522,6.333876558567793,27.56484665260871,7,1,122.22979277686429,8328.840272577261
10,45.74168537948102,780.52,20.62094743585137,38.759643784013626,15.41508535511664,44.98562886762142,26.05085267079356,5.020883366141284,-4.96490810539701,62.738063063463585,9,2,149.18045899306438,7380.034247231024
10,48.91392035272298,398.4,25.15505376992538,36.77752269839781,26.90779024216255,61.18624932970959,23.025294298094945,4.4696811945235995,2.8539284176801174,85.57078305526503,5,12,36.406851983459674,7376.230950612589
8,44.277387595972506,5.13,19.72305431386183,52.253268870514795,34.11282280216823,51.60714319804241,18.681502038368457,0.10672680175318305,-4.714535776648548,29.534441746232886,8,14,119.98034963360199,7098.132678387755
10,46.2557091518373,912.11,19.58322643312264,35.94625560893144,33.71618493515154,50.633211273924296,20.32428174387486,8.497219772478541,2.8257950033190062,78.66372685940006,1,11,136.50514278000534,7020.523550016333
0,40.60036699572307,104.76,13.337795707245464,36.14737176608859,28.7379159185586,62.92201995194481,26.66065684129481,6.345991784201611,4.780284533000968,32.23067869669612,1,2,107.75222194208547,5719.365121370949
9,54.263835553375536,886.8,16.86318513887413,45.53312439764742,36.68945094689195,56.63629857479696,19.352208227489673,5.1717516255491525,2.6284765549647773,46.69589823960701,6,9,86.059540222959,9457.307933834963
0,48.47447574418342,135.4,15.73885706992177,42.66327746415793,27.343951886646018,55.47873475878892,17.85487385741053,8.446110153646273,1.0643073096271025,75.29532599605801,7,5,156.25291292686126,7663.19340803127
7,40.87899778885451,746.28,16.933345145854766,31.610907471373974,38.54883712863419,66.06830244026602,25.755565217843312,5.828166938554995,4.313338224251194,49.218049116448206,3,15,153.05548868622103,5562.550490324079
0,40.36776783300727,605.99,19.221327121510626,52.285737235022914,23.914950924172807,65.0540121458023,22.633495818792003,7.717556047755586,-0.5487885039731095,84.18823656577729,8,6,77.17172453785375,7038.357454246038
9,43.74959372805024,236.27,22.555617362015443,41.997234097066496,38.69948304365554,49.36091538593465,19.879006102116005,9.038089737700016,0.6645942867370874,70.3470937524187,10,7,47.464322355137206,6857.549481298438
1,40.17517927155381,107.72,22.7998726571157,35.803238235998,42.595799171629125,48.336553121015676,18.743262293833908,6.355373598105977,-7.722682337682468,54.48919523347286,10,2,46.275872705298404,5469.315468495772
7,55.60151584292843,393.46,19.848574247240645,53.87490573163156,10.77892798883215,51.74900262908747,24.6448567172776,1.2968394956648543,-8.669259599761936,21.889518593537456,0,4,57.327425795173696,10200.874892423693
2,47.901818250561824,457.7,18.160571221035287,46.78980889014676,39.200623837479,66.07892027409933,21.56824352832368,9.173020449821212,-4.941000700091581,78.00464269429578,6,0,80.10013217002202,7814.9865315409925
2,49.52500805295384,246.17,15.809437100566194,38.27435567141623,22.149973381851392,53.76790496917224,23.575241462151922,7.276061908069598,-8.489010592509402,75.08385571457407,9,2,32.4524376265322,7110.634624056808
1,51.95731572270561,813.93,17.678034394676935,56.331447248450196,31.79603618358328,57.931265599807475,24.219286256955414,1.7174539701015368,1.9724312871157401,22.421766529181745,3,15,84.67927006301711,9825.970910120192
6,41.73223101662311,481.24,25.109863890864972,43.89310932926863,39.173734156352566,60.64744873912027,17.621973505578104,0.8521580863197931,9.046165549702176,64.97024014743421,1,19,153.9205118070187,6457.751373070797
7,38.670759517159915,886.24,17.450481088840075,41.4898092116691,33.546745985577545,54.28578271082125,25.89617476070206,7.5842534548485165,-4.8924477141346685,3.384446948625349,3,3,77.32964494361413,5944.201237197491
0,42.50010826602439,618.78,22.291074709078725,38.12705705291816,27.491142722987878,48.68866742421011,23.394647322147257,6.503965236107434,2.3650132378820734,6.533904357314333,9,6,63.89695079471246,6240.047542843228
2,54.80437878641158,121.63,22.637494504657475,46.51712992890952,16.207967634921072,55.71635174539755,20.63674730852101,6.634285821349084,-6.164641998407283,42.329558455596754,6,2,85.78833926913441,8864.283071025278
10,35.86599686300764,859.24,24.93668155254677,42.13613648037316,26.965163740560346,61.347519957204376,22.16162044097065,6.449004479464266,2.038612218575124,26.967579996485405,3,9,85.8571905287241,5831.566680474285
6,52.56409711220551,144.98,16.31362951087739,32.641012293233494,28.63405097034755,48.230027128528015,14.860170886292664,8.087443742397854,7.25135107698303,27.076874736032654,3,3,66.1697294439872,6731.640905896892
5,51.605542496883494,419.25,13.664470504222695,48.24737081669361,30.066423377827114,52.06435373167513,23.346081928286115,7.057273212148458,1.4561603555027756,50.06400028564388,0,18,95.54014791778732,9041.880337583883
9,37.39834789737625,368.57,22.631060340819612,42.11390425471004,33.51879294292577,57.480896104142985,26.560161747759285,7.603948825977359,-11.546428412855988,4.75832579195133,9,10,113.53876658911469,5466.782505293045
1,32.16984674792514,764.19,20.09991645526479,55.27911393309798,23.64061934407153,59.78535833928296,25.80690093269064,3.4126782267055686,-1.4208517123148217,54.41586026403234,9,14,113.22413067327426,5853.837203611711
0,35.75753854235673,290.4,22.574150369874904,42.35086084544154,22.5198842744729,49.083519050851535,16.810137297804832,3.6510206895990702,4.154020370815884,5.882007389113987,10,19,26.893299890186814,5220.95073868615
8,41.14505654706377,87.2,17.603768310810636,42.267170331481466,14.589501307757104,64.43661693010844,22.662712813847662,7.585562669828068,3.0490663751020533,80.99034246097636,7,4,25.22919780930879,6075.982888996754
3,44.692345604035836,815.15,15.894978518471904,38.6369695844972,21.929807402375204,50.261691675894994,26.885589378480415,2.5235429542101318,-7.888407625980681,74.12661248242564,9,16,92.34264853210057,6688.722431359231
8,49.43657940051072,153.56,19.31870016407853,48.984699273100766,14.934218232355715,48.59806009786673,19.360737174867435,0.07892223443639934,-0.30468918929585675,44.14657328839706,6,8,145.1799239545594,8169.447989930088
