feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,target
198,951.71,258.2277416779672,34.36785752942399,26.28316517466083,158.40753782182057,60.09152701918443,167.8976446459803,386.787466741948,539.3410933903186,1500.6411466956413,126,82484.95871553055
236,904.63,454.1830118251054,115.67239554602753,37.14790176999539,56.564009851509994,119.21872489284584,142.8768323769322,491.63978611134115,69.84045255299219,1183.6981083209648,207,91422.49781059557
168,245.92,369.2956963322488,192.69324176321027,38.61668296152877,130.78316047934752,164.78950788596867,39.22950539317924,434.12162237424076,927.681287896126,2029.5241594610693,31,24981.960006088113
143,420.52,320.6499870391979,38.13238769477611,31.451370426736656,249.50105926991304,86.601687075849,356.28377377202827,367.590267918561,975.016011645878,1469.218566796718,165,158115.71833889512
241,909.93,29.604601454649735,141.38953573524066,33.38645314014451,49.45339536412589,135.32502203953467,205.55664191444947,394.09085690893295,320.7520907790301,1181.049009635626,239,105136.03963716966
221,584.8,205.0560572271763,48.88450992358955,12.696770156886002,221.35436625114713,146.8929484713786,68.28752027250167,343.82199657660624,190.8895134940543,1816.4315799131884,124,22461.90147495891
189,383.21,281.18518364507224,43.78346300315234,24.938552013111785,196.27129705472126,156.42157119483676,269.37670545573695,352.8473468318133,106.31055651045622,1532.089212739224,41,95201.36736540639
137,225.24,158.15827583454646,118.94868980502984,38.723006623513015,163.2983740354245,133.9648145307762,233.90240848035805,468.3715748762611,157.65646833545503,1610.246123070133,237,75894.24120186547
200,818.52,369.2237252383614,75.39878221615325,31.73898114284669,194.60290301538154,147.33210412801876,126.03060000936564,270.8955450781599,280.63049230974156,1218.373305899305,16,71649.27358161619
196,488.97,323.6462098383735,220.60845622118345,28.363356093909278,63.991788490779456,97.5658627046144,318.257494030933,382.9002749720613,1018.7889836891113,1382.0685134093667,44,133893.36358296257
207,488.85,396.01535555977495,129.28247052361948,18.570397927131516,222.34102287910898,167.41241586011728,244.12705529451088,294.1388714826995,994.9096936209568,1296.7676111407534,176,82442.26354783868
155,496.9,286.6613322386011,219.63340796329103,20.12778299605032,218.05788179660289,128.26369823502844,376.8809670303539,320.6400100221692,428.4859540791201,1785.2717624509899,160,166302.093908691
167,441.96,352.57223313791695,143.53068773183077,34.74416376854488,85.16590074167597,154.41793842607984,193.2662704065169,475.1387746353797,158.30756152886542,1405.3981804389919,241,71858.8169994818
208,487.82,408.8216163554006,107.78656527527626,12.169948762936516,21.879236570821156,173.78372540531663,117.221499512375,475.5462231457303,986.563601926212,1772.057768596549,293,30661.102115898077
223,914.1,81.02651329334788,50.790897507404374,27.48840224369735,20.333380216567875,110.08248869383007,51.00086356152622,344.8254240010461,730.5210529723082,1691.8470114890063,225,58277.239611013676
200,967.78,222.57027276716414,43.92880891981807,20.491425151327302,87.05835146930734,175.01396513016206,278.39533780537863,468.2049759241017,133.9894621345311,2043.9253575103455,216,122217.11490874818
156,501.22,62.19194632265892,41.011657214848924,26.73763128447789,37.20463158416309,142.20008391844326,70.74126197731931,399.6704987664431,598.2325124364462,1321.2628824842282,27,35340.03626713404
155,393.59,381.51915089581513,241.46954059722887,17.18585089030559,45.51194178311666,173.10578649176549,327.32891033695137,304.88039684245024,393.4545357743754,2043.2723546119303,263,125415.43110381652
170,148.45,471.9831604187727,66.21630768232663,36.69399682757004,177.28487835641283,163.5794520781576,153.8316023841886,304.13742761535974,633.9637350314471,2020.8919176752272,230,38097.63101388158
156,776.66,406.854851208272,229.98558915317764,20.432466943646677,71.07513096093909,149.25955968855234,80.93625311695892,375.7766121386846,421.0256420967495,1139.535591829689,177,42817.251676167725
136,210.78,365.6507398759912,32.05963819438419,15.230873765574389,153.17495367002203,149.1740913374386,58.53265333135553,362.514935193586,235.4809726414877,1957.4598089724445,56,12895.31731763096
173,564.37,378.4820211475274,62.6531392575361,46.32331302037926,101.98017908684125,160.04040022884706,301.528148207879,307.52015661546255,633.376107095903,1955.267111534519,46,147663.08914258878
150,205.21,282.9312915816009,171.96933866062216,34.25630267578793,166.75908370833662,63.73581753456678,234.56064348842003,371.72065091363515,102.8033689144361,1330.2570446361528,3,71581.3257861471
136,333.7,277.43029556016154,215.4778546026353,20.3428368623306,192.1236406912728,172.6909764547314,368.3142811200791,461.066353068596,1009.0199346872006,1193.7558168284002,3,153860.86724633697
219,994.23,46.45696690628026,90.77942170951978,11.627856522641807,86.1839797255285,79.34136741138062,273.02100898036264,364.76598535421317,1028.6463713602693,1630.9980294525928,28,101377.68109061
204,487.94,133.88139379352984,38.10732215113664,13.278271820763258,117.33590453229222,121.9592070332449,67.27364425840058,415.0701067159219,930.5912595207958,1070.283329147245,102,20252.546490606903
148,688.1,354.42242923896754,129.71591610947803,33.423469646092904,237.00746325652594,156.11443140614014,40.791480847054416,354.1707909613285,966.5759640183602,1226.0777724550728,256,51369.66887965547
243,502.61,173.89213385436224,235.77225278311667,20.595766269310538,227.89951644651612,146.78229378014322,253.25808810183,412.0352374282113,329.2448896302771,1394.3886494954934,22,88400.85984429892
137,721.64,145.90058458554077,147.9180868822594,27.96702804208316,108.25232186235914,72.53376836893695,187.3379994415223,278.8319065139673,929.1029135589889,1810.0596708937446,17,80096.82993942383
149,771.67,124.89269233012652,204.95143483033303,37.182953580143646,17.81344488103716,81.77281369459557,343.2837216466394,322.5606336481367,984.306526379374,1328.6247214556674,74,178226.54044956097
160,783.35,422.1522441579663,181.68105706408582,36.14226624281895,102.42372229306169,114.47081003954595,356.47109321070707,350.5637579694657,96.29892241050459,2076.284919922136,122,188587.8454330019
191,547.6,21.301640194371195,40.418329580570486,25.493408919400494,224.2104763908298,103.08939083772425,236.4747851365673,358.474525802046,472.74746354655815,1671.5224610412974,9,88603.92113178638
236,567.95,461.9888270456701,206.90326646070497,38.96183549711289,138.1238810317374,64.9804045699143,51.9182838847735,391.90897694147884,868.0483529516368,1581.101347094761,14,51632.832223926736
212,752.36,241.76671033188896,155.77219315770878,17.902423090755423,97.9508828803135,67.50732091879532,330.74217742949617,455.9070453391569,296.8312856630327,2080.3315320987163,300,141564.87679376113
161,489.4,171.1524270851625,238.74781671248908,19.53193695227046,149.52297606312328,79.28935469845749,204.13523088444484,428.97858581634165,484.7441874997132,1051.8748804363986,34,66218.5702038074
180,308.73,258.9889039926013,56.33093307941229,36.88359363906093,195.08244669820343,166.09037862816666,243.96771889414563,485.1101243854015,274.57277905010585,1942.73334268735,53,86725.4725407029
165,691.62,366.201691312884,74.37036480747585,9.759808093567926,65.78421196045291,155.19255174512784,95.40759313142937,456.31366386676217,307.483106001204,1835.991911965609,143,26999.45843946504
173,388.53,304.6581703321877,159.69002830533964,26.61494610867715,238.50439603220264,68.02810025489352,175.45943865044237,470.6682529195249,672.6499111448497,1236.1481542182069,116,54851.80050574422
162,468.56,296.7236227143381,173.5253796672072,17.164938968822895,20.777860622376014,121.15123480086741,181.5154768054419,301.0929391792431,282.4698691436844,1899.4687558562,230,51893.427120664586
213,398.67,312.7432997098959,232.68819560454207,35.33544518942357,150.83762969960208,169.0277252844647,271.1748106045899,290.3133876620437,84.82056769957704,1918.622381561306,142,105869.10061562032
244,993.74,162.6186178222293,31.12934151940019,39.007527406263534,248.51802088467974,143.60508779225898,378.1495146419253,273.5917473187932,655.3016361460566,1832.0048653955478,64,223313.0653561755
136,506.89,370.630563478284,117.53855092240173,35.4047598104716,233.9307920838709,129.8934652321231,78.12590336146346,357.8759339179785,571.4339398643936,1607.9033650839654,231,45880.12945132999
214,16.5,130.34178024334904,193.17039190334023,25.454935768289147,58.56981209786663,170.29124911383195,294.0739321075279,342.9988813925505,669.3571818944932,2032.3160381071684,221,90513.74003144773
225,720.46,42.45616654972201,52.25739417092828,11.893416900912419,99.49301897788061,118.3354888316044,169.241881555015,339.71911181675245,735.5527507659257,1223.7458305358707,84,49095.60382169944
144,95.66,389.5078350316018,218.1768432391917,38.909641805586936,206.23422653840754,122.73024771981214,221.299691724955,475.0237512141947,81.3903172207298,1508.7632726007953,257,59687.54030359936
205,998.4,19.121262308053876,149.2076403911771,13.528511054397635,217.46772016635194,54.74594076668346,202.78464130361303,351.41019531231814,154.47407677664495,1560.136190105464,67,72781.36669386059
165,479.96,91.17735443776351,207.3015993702247,24.494165877568356,129.88251515527892,163.09206943215995,213.9142844420724,341.64077966571676,1024.2403637160953,2054.9979051985392,210,75529.79435221694
151,971.87,77.10635196056553,120.27695141986847,27.30755188403305,219.21612558357123,79.67135311512831,293.23040864764704,305.5331201880417,608.3909454693294,1218.7189224207877,89,142728.07419383514
187,943.95,328.00957251606155,115.90975811822825,36.86013932170041,73.72048774600147,71.73090336512381,195.67909771736117,442.3732702919985,1026.4377211712135,1648.330965769673,29,112892.75307264098
173,758.2,431.0946743214807,175.38245374402098,14.731268953437931,218.7643153450554,56.505539320137665,336.3229150159221,299.76462017530093,519.8672188231991,2001.9958407886922,15,140192.41681011056
140,686.11,282.441702896722,197.95187105315793,40.4794583930696,23.76757690787694,100.70676396087082,314.5473916397705,405.11743232081795,251.845302805395,1618.6119114504263,204,159469.11262280363
242,52.33,190.10964525510556,162.1401633570164,33.699368106353774,80.60841754762407,69.23840798546509,62.47280091861288,460.8180661781079,506.09343410540686,1660.5702465028855,135,10943.54138375815
155,612.53,187.056096009509,53.63114864302318,23.276606262919493,179.31874338782757,153.7987468369921,334.1570613825735,453.75470153332446,315.2442499260379,2040.2084795131216,65,144311.72620600768
217,797.46,379.88851326072233,114.17498732406392,41.29949994735676,160.0367396705328,141.74068602256887,197.4586600402097,387.710929603374,401.2840972156497,1506.7576978701836,234,108680.02561795457
225,989.9,56.015674658507635,167.1613927688985,31.1041238667068,129.64357485864417,119.50618039232161,204.89011930496247,462.90218367959636,1041.2080935418323,1224.4380926649367,246,108573.40019405208
241,180.85,112.66481431182976,56.30746116917897,41.644872224645155,95.36759437596167,79.29886036477639,175.2211492585447,332.17657928033054,948.6978629174479,1540.1551511864632,249,50477.85686303336
217,563.4,434.55075901853456,81.58294028072133,21.026496360372487,35.48622166752833,142.6064452300908,117.9814176337845,262.20302929317785,277.44710293955865,1284.5384591805905,274,41702.51940678167
176,330.74,356.9477382542135,214.0009528797068,34.37290852069434,91.06711979729015,74.6379490030424,369.27666283095664,480.27153500291666,436.56635150051267,1960.443399937026,39,164238.97847976678
139,538.24,190.60813761984306,220.09929344852503,37.437904088316586,93.79213262263761,98.25171979997378,107.82960834830703,420.1795919533065,713.8055988625003,1391.7448968053484,209,55600.621072559006
146,702.6,394.05723912681935,183.3022088958037,24.000175278985306,197.50061645577168,174.53335424241598,29.146464433877817,404.2040568728656,963.8480745840039,1537.6567182037504,232,39759.27974765275
218,546.17,351.14649954959555,73.73694254526276,41.20634952076811,148.53772966469552,56.757834596817716,105.54170347077913,344.2179773202994,497.1221051170133,1667.4836328492393,140,60117.02388760233
139,254.76,198.76031566540553,147.5726359999918,33.09888957164378,137.22376603623067,86.11488058262712,114.91688106182373,285.11502877708375,490.7127424272944,1939.908701744928,49,33268.579584074396
177,316.98,476.43971001236145,80.16314404133551,14.321411472182373,146.19751087565493,78.03219071133341,120.1405572745282,457.9478607026727,978.7934233042661,1131.7180620027573,226,27807.99649204934
224,290.8,34.920199316583584,52.11818166904633,31.54887702632431,114.82979797843842,138.2923024706776,236.10726212084603,352.78001594161753,519.3451667613889,1623.4725451737397,248,79056.33847465689
241,346.58,286.62666282229725,74.13566216655617,30.215363578545407,36.153486718792415,101.52460975454562,103.18738556586624,443.91358379192434,723.047388532881,1269.0266580600064,231,36530.11883599732
233,255.19,479.75137421679625,155.9634313045367,19.554632246974055,219.33157922740006,63.38659926560689,27.061107968038524,399.71453298180955,665.290029051873,1430.0721895331665,295,15535.767746852473
215,33.4,446.6636535564707,147.7925557640444,40.028888978271375,25.93357450783175,83.12566204132017,280.87197324426984,434.33521091830676,110.22762933709744,1918.0611884505952,213,82702.10354291857
215,22.15,152.13222119300121,200.2180427879674,11.572595893580509,16.73225135650355,86.22849403202028,228.74771375869716,388.40275473919206,855.2240812528429,1955.9070853333271,52,57942.41328542829
192,380.17,350.40307651677085,101.88359297702209,23.97871050923871,112.40245984550157,120.34060871118746,31.137926847784993,420.753265675457,1009.6126309416566,1486.423473702209,88,24092.933620744898
181,806.73,301.08083946953707,114.1358974502924,19.629324046630792,149.53657869166975,87.94732084732964,132.39910738792665,438.57718854153643,736.1711772026748,1838.8861340130684,98,56189.14288625653
227,860.45,345.027101321602,41.93729291339353,39.08374442257826,221.9730268350455,96.90220828111099,272.90598371480587,419.17575027346555,300.8290814867176,1364.8058768296858,184,146460.2338847549
197,257.86,491.35468626079046,71.7603442120135,42.12565961286242,102.99806308434869,175.16228775905284,305.23930025457065,304.804757446573,461.45791249664853,1801.8598892298785,8,118799.7060699707
205,275.2,74.76452932967925,103.70678531531355,26.578779380016744,154.11038615637634,81.30494560563659,150.08362095596524,382.042025542407,989.7498207633856,1730.0453426971624,118,40519.84129787518
145,444.71,437.0783595969505,171.05159107280514,20.124812892858554,97.03803283958592,120.74149541427377,51.34252896787534,460.492881436966,937.5795803377672,1668.1736277804837,28,25991.78441212423
211,529.78,209.56197286894493,56.4392664699277,20.953159517501106,76.18016655165962,116.24760481867237,248.2255479073009,353.9210810895994,102.11454825407165,1556.600847641809,80,87719.629397279
217,423.42,440.9232609933851,82.24323305066535,26.5778260558683,209.0004380587419,149.50055286937248,146.69411436671322,354.1623363313271,1022.9772589610506,1473.4828054882032,152,47597.41129455441
225,966.2,137.79080531617464,224.3446040495751,43.021066761753715,48.940365260355556,165.70418523875446,322.92860671362183,428.37235223325047,388.8805745925096,1551.603392643491,268,192409.06018695602
147,761.76,252.4977825431067,111.70766052063472,28.609850536683258,95.93684530109243,84.7370995202197,61.876033298603836,366.25779752968106,355.457447030792,1976.9440912643772,95,51396.09162742225
212,547.79,18.488472977064887,94.20549276408221,30.578220067581437,229.49373463986427,73.19966383001947,236.8172493008946,487.6036486604433,533.1631821495371,1243.836029394517,297,93601.27025250447
148,420.81,292.9966741938662,133.10954969385668,25.990822745594084,91.2455208803498,109.77044050917317,215.43051362152897,400.1178957519699,327.1726400036055,1365.8004030375405,63,72408.44003538197
198,405.8,238.5973320594558,99.71364059851219,30.265469556902914,247.6103122280268,154.52508110389772,334.7209165819778,401.30725537712243,141.56299471580084,1433.856751778956,203,140400.4757583839
232,224.65,47.71526359479943,122.3379835669444,34.01336116455647,121.79925576365353,58.87658588926102,146.70440342453992,274.84473893093906,806.08626071623,1375.676294006575,250,40855.450265741136
190,663.71,442.82359490371147,136.8994765825039,30.547836394718573,119.75523687306233,80.71447473805804,150.12485023403772,321.3413579821525,212.35737750872954,1617.2700514725645,221,67284.47700307492
242,354.25,271.54154619247043,48.12793398718934,43.99495071626565,90.99061812315432,85.92825175407556,109.82875557201552,442.75104227183624,586.6872835828725,1153.073567809231,30,45796.04706509054
214,211.34,53.17103847019224,207.72199303792743,41.9568053546807,197.10375405046332,57.90497863515849,181.5265203214005,378.1792737384469,194.7491947634348,1674.839970223178,254,53871.17803417557
201,769.19,308.811951784742,141.93479574438294,28.759229039101566,29.675694941151086,62.81291796927949,238.19665928423942,427.7103700376744,404.31631404340663,1720.7719758569656,56,104847.11593633998
229,66.59,181.90368141428513,151.37819108204567,42.34152892811686,215.49181817838706,141.25865970964855,200.8587357152893,376.2847685909551,637.6795395578474,1948.1803131130894,294,49551.549626819266
143,643.83,494.38728911100145,172.20335535208403,40.21604147494376,246.84155247735325,102.16216187364087,215.27421817979751,410.91002315039594,237.89300065305102,1244.7651286678142,74,101206.94489018412
176,706.55,323.6342360264693,229.30109713965908,41.850431531332326,27.37973563363478,174.39961744979118,231.10582286678027,364.995242863508,279.96498312106957,1585.7509098459898,257,116348.14151870587
201,997.57,433.7513400180756,140.63128145889183,30.538595345534056,119.30753289032567,141.56664239408028,175.71783881343,342.6127004797621,316.2650223209044,1531.3274933371001,134,97477.87733689802
194,53.6,40.48849245215327,102.02028015712013,44.13671314244836,82.41673193672014,70.80858688936415,190.5400871762217,308.78584198019394,159.7906484525944,1926.6669624718145,215,43376.389868815524
148,969.55,490.3294098587519,126.21167237494875,34.78107669752053,138.7951320025039,171.45616325636698,119.35939065749291,440.9055761509995,742.8157152770953,1322.6664727183902,215,85086.54424171301
222,370.31,434.0063117620092,70.15366418443978,25.625159452431056,208.72322625621103,152.3459203421767,280.63426642939766,473.1472163965686,197.9852112793995,1590.3864994606954,216,101570.8362327383
190,262.66,404.47562223295665,69.18045863162358,32.544217406580984,231.29158030134795,113.59238684669367,232.8214868436872,469.963308214146,231.59317312898423,1048.109959547188,107,76523.64783795137
208,407.54,93.39930557973776,52.6288784265119,13.229012678737217,148.52230667762882,175.72159728525585,103.80942121691253,454.82461495827266,784.6615790837569,1269.3922516046914,28,24614.447213033884
165,797.16,223.22237122129755,112.40805927374974,31.653697110778307,115.87767762373724,69.2347361526453,121.18399419600318,485.94280591825213,720.9353752629279,1503.8303427014403,181,70036.99128908654
237,118.91,136.4794455941128,211.37104869721315,37.806565391143856,127.56060395034083,176.60973965479516,122.94498388709951,387.16740795217555,466.1459235179507,1618.2875845314795,160,27747.48760321348
157,99.89,99.00240287110276,106.61412516910032,12.096093558073104,37.814948881335454,157.51941166640697,176.3035734583645,456.2373733308433,204.3143044714604,1261.7508313803983,156,35313.02827173839
140,581.8,442.0235516717629,104.59548316724309,11.51376155548058,78.63865021625071,134.24814170452186,327.0610830331277,341.47366918311735,414.3406559587497,1283.3172291789265,114,124937.62853792944
160,349.55,148.23632572425797,234.55711617780742,32.70541213700739,219.22178687724448,106.39805581926562,31.257249538659938,357.13274474176603,624.6341867923201,1947.616143123842,299,27782.07796833523
208,40.1,335.64662068804734,72.44516512749003,22.03693887392528,190.35979015737217,148.954176024448,135.18740163028235,359.3288510256811,813.2946700149289,1827.827325121379,281,23633.005613541107
151,324.58,142.55128237380808,125.6497286637549,27.47301139599136,158.2422984895765,82.1822450701645,48.09264662620583,431.1460721198635,929.6223472443645,1899.9138206541602,254,22614.30760680897
167,113.36,293.2768853038699,119.26274404085434,16.542208307466307,147.52437279701417,58.14776049009163,61.773075557762944,479.0263367070895,117.25289290163357,2019.6739174108557,294,11652.40786924136
151,659.26,316.3961519839146,72.36683658589165,16.33532710422639,162.91678573464932,114.89009127417991,172.58416388566644,323.0615712486619,562.4369550972192,1478.6365723840343,206,54852.004401186256
155,490.54,315.4136325880815,196.55094767385773,20.274938295889196,133.50144155985174,59.57573157847305,298.99621927719744,339.7990573496629,518.2932741000053,1845.6197373919229,14,113910.31779255492
231,621.18,262.51133957444296,53.56470334304891,38.550815744015644,164.48110992806141,110.3179351171889,159.31385519809194,265.3244718789063,1016.1434679428475,1936.8898060988502,33,77680.98672499692
189,665.41,272.5274282620393,54.30771140245972,15.245472297040422,139.5573963943254,94.10494622148622,278.4126318652586,373.71201273002555,166.985258445729,1678.9450651992622,277,100525.36455761913
236,568.28,260.5546866779192,217.54018930675758,16.00306516037963,140.2125650101672,63.566978294500394,266.1200210535624,262.04837759724074,702.7442605873288,1691.6567750518254,186,95051.68452658216
228,467.8,349.1376398565288,172.06376544958212,13.40269330762546,212.02563624424818,154.66960017224014,123.44863069774622,284.9257459058819,615.9988735821003,1573.642202177122,225,32151.755176420458
177,443.54,392.50703791979396,238.69722497609385,24.374219522422358,221.85390005277614,86.63505740851916,339.0291650743354,331.58753124734505,142.3180373336066,1243.7125358969552,167,140475.007375666
176,514.45,337.61553652893673,200.43063710331555,9.416921841316551,246.057921623679,107.75463097020867,215.52520165670126,460.09099348674584,813.1347370715222,1531.7912684594276,180,61034.19110940879
197,222.71,140.12700976922835,170.9444626012745,10.309108855194484,62.28117955644777,64.50060033793102,174.6076346479032,347.33970528817326,612.9348014777139,1356.5999482908016,215,37601.596555597476
155,834.32,24.372585653847572,211.61271207137483,38.17187791876684,215.289788085576,170.314037379611,116.06126181937803,404.196250142766,1055.6895075030275,1452.433163198962,117,80921.19397962723
185,862.73,34.90071209907659,65.38617584829474,31.984360339032875,175.14639092783563,174.74440235144456,197.5442181815743,479.95169324201095,1093.6479336246762,1352.7419682245752,94,99741.63224342144
163,413.75,483.1249734957108,175.88121663699974,27.811731982374493,244.41094927839492,152.0280259947864,232.4005973041842,398.93707603237885,840.2387718898794,1703.7338817277473,161,82750.42604833774
191,312.26,327.1220127178585,212.26910284231275,11.702576369737487,84.8973313366537,116.91136943146287,326.4865125600838,324.15624454490114,89.71266124950186,1888.5184416120928,91,116310.01928220534
230,149.69,430.29422639687397,143.47619985203676,18.064149905297477,85.18427433388678,77.93654067669019,367.91055431937195,418.7161111074197,612.5323076271594,1845.8093898225343,239,144584.1985539962
166,173.45,92.82491647250805,65.65332462940805,30.022535352928124,59.979033204294026,104.74511620624426,307.7514100102078,345.30604897542395,759.0449302754378,1687.1177344534979,202,108497.2508332982
201,477.77,91.63529082829403,202.68667659587857,21.836499158987554,102.41151100607189,67.31901131354986,280.3804603255386,478.0148024368921,495.15076175148545,1720.842894765887,26,102153.99884635142
189,146.7,465.7605936857641,95.82575856264101,16.412572844537802,103.12019785561212,98.03849468390025,145.27402793802113,275.54769523840525,53.33570452064262,1478.0378435353462,67,27920.648290554283
179,908.54,168.70827346207017,158.4705993599616,39.950925767141314,172.07970375457475,63.69631086682186,237.65688464699326,311.30533351755906,582.9168756018978,1168.2324489678615,267,134031.9726883593
152,225.7,325.30199218392744,73.41068154757635,24.75695533899166,206.5534799181643,167.85434340256134,54.598301149263406,367.2693789815125,852.1705242536477,1765.4715725385297,252,17206.36495990037
152,978.31,236.81440769732765,199.18541956059585,23.64983700338645,202.36181577157356,172.21542036369925,66.51218764441246,478.3973832897379,105.19552202536765,1973.4327959711711,39,54288.2850775516
172,522.91,270.6750027692021,79.85691686960769,20.875254562733332,134.13266184174753,86.03421118826823,39.069154980195364,300.37918503386913,104.21934881470608,1738.8488011878117,196,26421.92672209684
193,429.74,78.17788542603833,212.0952321325076,25.363245387047602,196.86156828196587,133.10147309773177,110.61124056004105,497.53834452249583,675.8907610604913,1116.8502768604842,101,36123.76871100481
152,894.95,162.70869088576296,45.66440325228138,38.957224841646614,66.37823526666347,92.63152028043027,230.98984163167808,481.6432528975582,874.4594731008755,1957.9591089481962,262,128099.4038769513
193,774.28,462.76867499328563,125.81547266790702,29.17371184956401,207.66917768524738,74.93609408536159,193.139733792815,447.38415095022003,422.1235011076665,1224.0775197444323,92,85678.72874893552
141,852.62,207.47516174518336,130.89735478620136,14.287474471938868,178.58983437071686,143.5996816455219,251.1322770682569,288.83360463641435,613.882274438839,1999.7809727015624,90,92540.63407483739
227,969.81,309.8814783952614,232.36319981451493,44.280101084387766,68.27841777269377,153.37116768611048,89.8810438239479,486.8556301009885,844.2824198262409,2028.973698441106,184,100089.39108541486
240,34.6,308.47046661959695,78.96227706999052,45.21901198759377,41.17375040327406,138.255441318035,115.08995297031258,461.15940591110063,929.7579328159229,2085.3730710030545,85,21149.094629114843
161,105.95,347.4299168403094,213.57848159234928,32.01877662099426,58.758236920612,153.97612926160318,107.21728939063698,263.73008719523216,495.5510420331421,1791.23940453264,178,22382.52477623356
172,473.2,305.887359072898,91.36961966469138,41.2749972567301,142.2818160704813,121.42816818966905,217.30781609392315,281.59573977341665,979.9020153498943,1401.8403825214334,231,90251.91235983056
227,466.75,185.99501081016462,41.20363567984413,11.329935172464218,41.43140653317156,59.01255059741914,88.7923483626439,295.48304707057474,1077.9486655821356,1193.353209277185,177,22783.506849803776
138,709.93,415.2339933576473,86.81671226892405,35.929934489521585,218.91031133253728,65.79180894673188,217.21448111514027,257.9121537916544,1045.5211212021638,1395.3912190872115,151,103274.65129425697
166,161.23,195.67320247531504,47.66862861429863,16.63320216485555,89.91183291682128,108.57635632532617,241.21436059138148,386.17909236009336,563.9686944195417,1359.734244553584,56,67585.0295872091
195,359.44,436.34652458550744,50.488671063840464,15.09836491254301,193.30693865613813,88.96125150141481,66.31724128735173,428.0642792437149,1064.2171662786,1465.0644643955031,88,20737.720393095427
193,787.94,296.0781258493012,140.5701356654981,20.035596618672866,193.67579723536926,61.14778285035884,234.32286273778453,279.222920787151,314.1850567098545,1511.326870513112,285,90767.72877153709
144,150.0,346.52132412093687,216.8397298605137,41.3790796439827,26.27319178663722,174.620974922041,235.62704858369926,355.23332711427946,705.9405007676694,1437.6469940722486,242,72006.6440637548
243,185.46,419.75353409600154,30.271107577244212,10.97272090922154,154.17638802058613,172.79404822787438,75.35372417354975,455.87081802047726,317.5991758795951,1769.3806641519232,179,13225.714443111247
241,510.8,323.3006480939145,177.3727734106327,28.255516362009207,138.8449613576356,105.55014349680684,341.9760359837562,434.0295637719895,562.9581749833442,1616.7046106207047,153,150983.40101079035
194,245.88,471.5843418402144,83.04925606676179,26.57484001748615,237.17549224502437,143.15060135408984,219.40091948809615,498.6911099703909,1095.0746970990608,1358.771855727086,210,66483.54102186354
204,613.34,35.65534781539025,123.88615241344607,37.04872302013794,162.44802567083588,168.60690655697806,73.14554942422681,344.24736590007944,808.7230506427437,1833.801055182581,157,55690.990478260224
197,105.41,288.93509366959375,58.882954477921714,25.592554926061982,55.149025673583836,57.38820188976302,301.5695355436324,278.2188239234951,727.5894135035642,2037.7574988454624,99,98594.1235108428
